range: +/- 4.096V
rate: 128 SPS
mux: AIN0 - AIN3
mode: Single
raw: [10010011 10000011]
temp reading fn
zero crossing function
0,41.625,0
5000,41.5625,0
10001,41.5625,1
15001,41.5625,1
20002,41.5625,1
25003,41.6875,1
30004,42.5625,1
35006,44.25,1
40006,46.25,1
45007,48.5625,1
50007,51.3125,1
55008,54.125,1
60009,57.1875,1
65009,60,1
70010,62.875,0.05
75011,65.875,0.05
80011,68.5,0.05
85012,70.4375,0.05
90013,72.0625,0.05
95013,73.25,0.05
100014,73.9375,0.05
105015,74.375,0.05
110016,74.8125,0.05
115017,75,0.05
120017,75,0.05
125018,75,0.05
130019,75,0.05
135024,75,0.05
140025,74.9375,0.05
145026,74.8125,0.05
150027,74.5625,0.05
155028,74.375,0.05
160029,74.25,0.05
165029,73.8125,0.05
170030,73.625,0.05
175031,73.4375,0.05
180032,73.25,0.05
185032,73.0625,0.05
190033,72.875,0.05
195034,72.6875,0.05
200035,72.375,0.05
205036,72.3125,0.05
210036,72.0625,0.05
215037,71.875,0.05
220038,71.6875,0.05
225039,71.5625,0.05
230039,71.3125,0.05
235040,71.125,0.05
240041,71,0.05
245041,70.8125,0.05
250042,70.5625,0.05
255043,70.5625,0.05
260044,70.375,0.05
265045,70.375,0.05
270046,70.1875,0.05
275046,70,0.05
280047,70,0.05
285048,69.8125,0.05
290049,69.8125,0.05
295050,69.625,0.05
300050,69.4375,0.05
305051,69.4375,0.05
310052,69.3125,0.05
315052,69.25,0.05
320053,69.125,0.05
325054,69.0625,0.05
330055,68.875,0.05
335055,68.875,0.05
340056,68.875,0.05
345057,68.6875,0.05
350058,68.6875,0.05
355059,68.625,0.05
360059,68.5,0.05
365060,68.4375,0.05
370061,68.375,0.05
375062,68.3125,0.05
380062,68.25,0.05
385063,68.25,0.05
390064,68.1875,0.05
395064,68.125,0.05
400065,67.875,0.05
405066,67.875,0.05
410067,67.875,0.05
415067,67.875,0.05
420069,67.6875,0.05
425069,67.6875,0.05
430070,67.6875,0.05
435071,67.6875,0.05
440072,67.625,0.05
445072,67.5,0.05
450073,67.5,0.05
455074,67.5,0.05
460075,67.5,0.05
465075,67.5,0.05
470076,67.5,0.05
475077,67.4375,0.05
480078,67.3125,0.05
485078,67.3125,0.05
490079,67.3125,0.05
495080,67.3125,0.05
500080,67.3125,0.05
505081,67.3125,0.05
510082,67.1875,0.05
515083,67.125,0.05
520084,67.125,0.05
525084,67.125,0.05
530085,67.125,0.05
535086,67.125,0.05
540087,67.125,0.05
545087,67.125,0.05
550088,67.125,0.05
555089,67.125,0.05
560090,67.125,0.05
565090,67.0625,0.05
570091,67.0625,0.05
575092,67.0625,0.05
580093,67,0.05
585093,67,0.05
590094,67,0.05
595095,66.9375,0.05
600096,66.9375,0.05
605097,66.9375,0.05
610097,66.9375,0.05
615098,66.9375,0.05
620099,66.9375,0.05
625100,66.875,0.05
630100,66.875,0.05
635101,66.875,0.05
640102,66.875,0.05
645102,66.6875,0.05
650103,66.6875,0.05
655104,66.75,0.05
660105,66.6875,0.05
665105,66.6875,0.05
670106,66.6875,0.05
675107,66.6875,0.05
680108,66.6875,0.05
685109,66.6875,0.05
690109,66.75,0.05
695110,66.75,0.05
700111,66.75,0.05
705112,66.75,0.05
710113,66.75,0.05
715113,66.75,0.05
720114,66.75,0.05
725115,66.75,0.05
730116,66.75,0.05
735116,66.75,0.05
740117,66.75,0.05
745118,66.75,0.05
750119,66.75,0.05
755120,66.75,0.05
760120,66.75,0.05
765121,66.75,0.05
770122,66.75,0.05
775123,66.75,0.05
780123,66.75,0.05
785124,66.75,0.05
790125,66.75,0.05
795125,66.75,0.05
800126,66.75,0.05
805127,66.75,0.05
810128,66.8125,0.05
815128,66.875,0.05
820129,66.875,0.05
825130,66.875,0.05
830131,66.875,0.05
835131,66.875,0.05
840132,66.875,0.05
845133,66.875,0.05
850134,66.875,0.05
855134,66.875,0.05
860135,66.875,0.05
865136,66.875,0.05
870137,66.875,0.05
875137,66.875,0.05
880138,66.875,0.05
885139,66.875,0.05
890140,66.875,0.05
895141,66.875,0.05
900141,66.875,0.05
905142,66.875,0.05
910143,66.875,0.05
915144,66.875,0.05
920144,66.875,0.05
925145,66.875,0.05
930146,66.875,0.05
935147,66.9375,0.05
940147,67,0.05
945148,67.0625,0.05
950149,67.0625,0.05
955150,67.0625,0.05
960151,67.0625,0.05
965151,67.0625,0.05
970152,67.0625,0.05
975153,67.0625,0.05
980154,67.0625,0.05
985155,67.0625,0.05
990155,67.0625,0.05
995156,67.0625,0.05
1000157,67.0625,0.05
1005158,67.125,0.05
1010159,67.25,0.05
1015159,67.25,0.05
1020160,67.25,0.05
1025161,67.25,0.05
1030161,67.25,0.05
1035162,67.25,0.05
1040163,67.25,0.05
1045164,67.25,0.05
1050164,67.25,0.05
1055165,67.25,0.05
1060166,67.25,0.05
1065167,67.25,0.05
1070168,67.25,0.05
1075169,67.25,0.05
1080170,67.3125,0.05
1085170,67.375,0.05
1090171,67.4375,0.05
1095172,67.4375,0.05
1100173,67.4375,0.05
1105174,67.4375,0.05
1110174,67.4375,0.05
1115175,67.4375,0.05
1120176,67.4375,0.05
1125177,67.4375,0.05
1130177,67.4375,0.05
1135178,67.5,0.05
1140179,67.625,0.05
1145180,67.625,0.05
1150181,67.625,0.05
1155181,67.625,0.05
1160182,67.625,0.05
1165183,67.625,0.05
1170184,67.625,0.05
1175184,67.625,0.05
1180185,67.6875,0.05
1185186,67.6875,0.05
1190187,67.8125,0.05
1195187,67.8125,0.05
1200188,67.8125,0.05
1205189,67.8125,0.05
1210189,67.8125,0.05
1215190,67.8125,0.05
1220191,67.8125,0.05
1225192,67.8125,0.05
1230193,67.8125,0.05
1235193,67.8125,0.05
1240194,67.8125,0.05
1245195,67.875,0.05
1250195,68,0.05
1255196,68,0.05
1260197,68,0.05
1265198,68,0.05
1270199,68,0.05
1275199,68,0.05
1280200,68,0.05
1285201,68,0.05
1290202,68.0625,0.05
1295202,68.1875,0.05
1300203,68.1875,0.05
1305204,68.1875,0.05
