range: +/- 4.096V
rate: 128 SPS
mux: AIN0 - AIN3
mode: Single
raw: [10010011 10000011]
temp reading fn
0,40.6875,0.05
zero crossing function
5001,41,0.05
10001,41,0.05
15002,41,0.05
20003,41,0.05
25004,41,0.05
30004,41,0.05
35005,41.0625,0.05
40006,41.0625,0.05
45007,41.0625,0.05
50008,41.0625,0.05
55008,41.1875,0.05
60009,41.1875,0.05
65010,41.1875,0.05
70011,41.1875,0.05
75011,41.25,0.05
80012,41.25,0.05
85013,41.25,0.05
90013,41.3125,0.05
95014,41.4375,0.05
100015,41.4375,0.05
105016,41.5625,0.05
110017,41.625,0.05
115017,41.625,0.05
120018,41.625,0.05
125019,41.625,0.05
130020,41.6875,0.05
135020,41.8125,0.05
140021,41.8125,0.05
145022,41.875,0.05
150022,41.875,0.05
155023,42.0625,0.05
160024,42.0625,0.05
165025,42.125,0.05
170026,42.25,0.05
175026,42.25,0.05
180027,42.25,0.05
185028,42.25,0.05
190029,42.4375,0.05
195029,42.4375,0.05
200030,42.4375,0.05
205031,42.4375,0.05
210032,42.5625,0.05
215032,42.625,0.05
220033,42.625,0.05
225034,42.6875,0.05
230035,42.8125,0.05
235035,42.8125,0.05
240036,43,0.05
245037,43,0.05
250038,43,0.05
255038,43.0625,0.05
260039,43.0625,0.05
265040,43.1875,0.05
270041,43.1875,0.05
275041,43.1875,0.05
280042,43.375,0.05
285043,43.375,0.05
290043,43.375,0.05
295044,43.4375,0.05
300044,43.5625,0.05
305045,43.5625,0.05
310046,43.5625,0.05
315046,43.625,0.05
320047,43.75,0.05
325048,43.75,0.05
330048,43.75,0.05
335049,43.75,0.05
340050,43.875,0.05
345051,43.9375,0.05
350051,43.9375,0.05
355052,44,0.05
360053,44.125,0.05
365054,44.125,0.05
370054,44.125,0.05
375055,44.125,0.05
380056,44.25,0.05
385057,44.3125,0.05
390057,44.3125,0.05
395058,44.3125,0.05
400058,44.375,0.05
405059,44.5,0.05
410060,44.5,0.05
415060,44.5625,0.05
420061,44.6875,0.05
425062,44.6875,0.05
430063,44.6875,0.05
435064,44.6875,0.05
440064,44.6875,0.05
445065,44.875,0.05
450066,44.875,0.05
455066,44.9375,0.05
460067,45.0625,0.05
465068,45.0625,0.05
470069,45.0625,0.05
475070,45.0625,0.05
480070,45.0625,0.05
485071,45.125,0.05
490072,45.25,0.05
495072,45.25,0.05
500072,45.25,0.05
505073,45.3125,0.05
510073,45.4375,0.05
515074,45.4375,0.05
520075,45.4375,0.05
525076,45.625,0.05
530076,45.625,0.05
535077,45.625,0.05
540078,45.625,0.05
545079,45.625,0.05
550079,45.625,0.05
555080,45.8125,0.05
560081,45.8125,0.05
565081,45.8125,0.05
570082,46,0.05
575083,46,0.05
580084,46,0.05
585084,46,0.05
590085,46,0.05
595086,46.0625,0.05
600086,46.1875,0.05
605087,46.1875,0.05
610088,46.1875,0.05
615088,46.1875,0.05
620089,46.375,0.05
625090,46.375,0.05
630091,46.375,0.05
635092,46.375,0.05
640092,46.375,0.05
645093,46.5625,0.05
650094,46.5625,0.05
655095,46.625,0.05
660095,46.625,0.05
665096,46.625,0.05
670097,46.75,0.05
675097,46.8125,0.05
680098,46.8125,0.05
685099,46.875,0.05
690100,46.875,0.05
695100,46.9375,0.05
700101,47,0.05
705101,47,0.05
710102,47,0.05
715102,47,0.05
720106,47.1875,0.05
725106,47.1875,0.05
730107,47.1875,0.05
735108,47.3125,0.05
740108,47.375,0.05
745110,47.375,0.05
750110,47.375,0.05
755111,47.375,0.05
760112,47.5625,0.05
765113,47.625,0.05
770114,47.625,0.05
775114,47.6875,0.05
780115,47.6875,0.05
785116,47.8125,0.05
790117,47.8125,0.05
795117,47.8125,0.05
800118,47.8125,0.05
805119,47.9375,0.05
810119,48,0.05
815120,48,0.05
820121,48,0.05
825121,48,0.05
830122,48,0.05
835123,48.125,0.05
840124,48.1875,0.05
845124,48.1875,0.05
850125,48.1875,0.05
855126,48.25,0.05
860127,48.375,0.05
865127,48.375,0.05
870128,48.375,0.05
875129,48.375,0.05
880129,48.5,0.05
885130,48.5625,0.05
890131,48.625,0.05
895132,48.6875,0.05
900132,48.75,0.05
905133,48.75,0.05
910134,48.75,0.05
915134,48.8125,0.05
920135,48.875,0.05
925136,48.9375,0.05
930137,48.9375,0.05
935137,48.9375,0.05
940138,48.9375,0.05
945139,49,0.05
950139,49.125,0.05
955140,49.125,0.05
960141,49.125,0.05
965142,49.125,0.05
970143,49.125,0.05
975143,49.25,0.05
980144,49.3125,0.05
985145,49.3125,0.05
990146,49.3125,0.05
995147,49.3125,0.05
1000147,49.375,0.05
1005148,49.5,0.05
1010148,49.5,0.05
1015149,49.5,0.05
1020150,49.625,0.05
1025151,49.6875,0.05
1030151,49.6875,0.05
1035152,49.6875,0.05
1040153,49.6875,0.05
1045154,49.75,0.05
1050154,49.8125,0.05
1055155,49.875,0.05
1060156,49.875,0.05
1065157,49.875,0.05
1070157,49.875,0.05
1075158,49.875,0.05
1080159,50.0625,0.05
1085160,50.0625,0.05
1090160,50.0625,0.05
1095161,50.0625,0.05
1100162,50.0625,0.05
1105162,50.25,0.05
1110163,50.25,0.05
1115163,50.25,0.05
1120164,50.25,0.05
1125165,50.25,0.05
1130166,50.375,0.05
1135167,50.4375,0.05
1140167,50.4375,0.05
1145168,50.5,0.05
1150169,50.5625,0.05
1155170,50.625,0.05
1160170,50.625,0.05
1165171,50.625,0.05
1170172,50.625,0.05
1175173,50.625,0.05
1180174,50.625,0.05
1185174,50.8125,0.05
1190175,50.8125,0.05
1195176,50.875,0.05
1200177,51,0.05
1205177,51,0.05
1210178,51,0.05
1215178,51,0.05
1220179,51,0.05
1225180,51.0625,0.05
1230181,51.0625,0.05
1235182,51.125,0.05
1240182,51.1875,0.05
1245183,51.25,0.05
1250184,51.25,0.05
1255185,51.3125,0.05
1260185,51.375,0.05
1265186,51.375,0.05
1270187,51.375,0.05
1275188,51.4375,0.05
1280189,51.5,0.05
1285190,51.625,0.05
1290191,51.625,0.05
1295192,51.625,0.05
1300192,51.6875,0.05
1305193,51.6875,0.05
1310193,51.75,0.05
1315194,51.8125,0.05
1320194,51.8125,0.05
1325195,51.8125,0.05
1330196,51.8125,0.05
1335197,51.8125,0.05
1340198,51.9375,0.05
1345199,52,0.05
1350200,52,0.05
1355201,52,0.05
