range: +/- 4.096V
rate: 128 SPS
mux: AIN0 - AIN3
mode: Single
raw: [10010011 10000011]
1,27.6875,false
202,27.625,false
402,27.625,false
603,27.625,false
804,27.625,false
1005,27.625,false
1206,27.625,false
1406,27.625,false
1607,27.625,false
1808,27.625,false
2009,27.625,false
2210,27.625,false
2410,27.625,false
2611,27.625,false
2812,27.625,false
3012,27.625,false
3213,27.625,false
3414,27.625,false
3615,27.625,false
3815,27.625,false
4016,27.625,false
4217,27.625,false
4418,27.625,false
4619,27.625,false
4819,27.625,false
5020,27.625,false
5221,27.625,false
5422,27.625,false
5622,27.625,false
5823,27.625,false
6024,27.625,false
6225,27.625,false
6425,27.625,false
6626,27.625,false
6827,27.625,false
7027,27.625,false
7228,27.625,false
7429,27.625,false
7630,27.625,false
7830,27.625,false
8031,27.625,false
8232,27.625,false
8433,27.625,false
8633,27.625,false
8834,27.625,false
9035,27.625,false
9236,27.625,false
9436,27.625,false
9637,27.625,false
9838,27.625,false
10039,27.625,true
10239,27.625,true
10440,27.625,true
10641,27.625,true
10842,27.625,true
11043,27.625,true
11243,27.625,true
11444,27.625,true
11645,27.625,true
11846,27.625,true
12047,27.625,true
12247,27.625,true
12448,27.625,true
12649,27.625,true
12850,27.625,true
13050,27.625,true
13251,27.625,true
13452,27.625,true
13653,27.625,true
13854,27.625,true
14054,27.625,true
14255,27.625,true
14456,27.625,true
14657,27.625,true
14857,27.625,true
15058,27.625,true
15259,27.625,true
15460,27.625,true
15660,27.625,true
15861,27.625,true
16062,27.625,true
16263,27.625,true
16463,27.625,true
16664,27.625,true
16865,27.625,true
17066,27.625,true
17266,27.625,true
17467,27.625,true
17668,27.625,true
17869,27.625,true
18070,27.625,true
18270,27.625,true
18471,27.625,true
18672,27.625,true
18873,27.625,true
19074,27.625,true
19274,27.625,true
19475,27.625,true
19676,27.625,true
19877,27.625,true
20078,27.625,false
20278,27.625,false
20479,27.625,false
20680,27.625,false
20881,27.625,false
21082,27.625,false
21282,27.625,false
21483,27.625,false
21684,27.625,false
21885,27.625,false
22086,27.625,false
22286,27.625,false
22487,27.625,false
22688,27.625,false
22889,27.625,false
23090,27.6875,false
23290,27.6875,false
23491,27.6875,false
23692,27.6875,false
23893,27.6875,false
24093,27.75,false
24294,27.875,false
24495,27.875,false
24696,27.875,false
24896,27.875,false
25097,27.875,false
